issuer,"total_certs","risky_certs","risk_percent",tier,zscore
"/C=ES/organizationIdentifier=VATES-Q2863006I/OU=AUTORIDAD DE CERTIFICACION DE LA ABOGACIA/O=CONSEJO GENERAL DE LA ABOGACIA/CN=ACA CA3",13,"0.0","0.0",tier1,"-0.08"
"/C=ES/serialNumber=Q2863006I/O=CONSEJO GENERAL DE LA ABOGACIA/CN=ACA ROOT",3,"0.0","0.0",tier1,"-0.08"
"/C=EU/L=Madrid (see current address at www.camerfirma.com\\/address)/serialNumber=A82743287/O=AC Camerfirma S.A./CN=Chambers of Commerce Root - 2008",8,"0.0","0.0",tier1,"-0.08"
"/C=EU/L=Madrid (see current address at www.camerfirma.com\\/address)/serialNumber=A82743287/O=AC Camerfirma S.A./CN=Global Chambersign Root - 2008",8,"0.0","0.0",tier1,"-0.08"
"/C=EU/O=AC Camerfirma SA CIF A82743287/OU=http:\\/\\/www.chambersign.org/CN=Chambers of Commerce Root",6,"0.0","0.0",tier1,"-0.08"
"/C=EU/O=AC Camerfirma SA CIF A82743287/OU=http:\\/\\/www.chambersign.org/CN=Global Chambersign Root",1,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Digi- ja vaestotietovirasto CA/OU=Certification Authority Services/OU=Varmennepalvelut/CN=DVV Gov. Root CA - G3 ECC",2,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Digi- ja vaestotietovirasto CA/OU=Certification Authority Services/OU=Varmennepalvelut/CN=DVV Gov. Root CA - G3 RSA",2,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Digi- ja vaestotietovirasto CA/OU=Palveluvarmenteet/CN=DVV Service Certificates - G5E",19,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Digi- ja vaestotietovirasto CA/OU=Sosiaali- ja terveydenhuollon palveluvarmenteet/CN=DVV Social Welfare and Healthcare Service Certificates - G3R",990,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Sonera/CN=Sonera Class2 CA",14,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Telia Finland Oyj/CN=Telia Domain Validation CA v3",89,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Telia Finland Oyj/CN=Telia Domain Validation SSL CA v1",328,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Telia Finland Oyj/CN=Telia Root CA v2",12,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Telia Finland Oyj/CN=Telia Server CA v3",89,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=TeliaSonera/CN=TeliaSonera Extended Validation SSL CA v1",6,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=TeliaSonera/CN=TeliaSonera Gateway CA v2",107,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Vaestorekisterikeskus CA/OU=Certification Authority Services/OU=Varmennepalvelut/CN=VRK Gov. Root CA - G2",2,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Vaestorekisterikeskus CA/OU=Palveluvarmenteet/CN=VRK CA for Service Providers - G2",46,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Vaestorekisterikeskus CA/OU=Palveluvarmenteet/CN=VRK CA for Service Providers - G4",11,"0.0","0.0",tier1,"-0.08"
"/C=FI/O=Vaestorekisterikeskus CA/OU=Valtion kansalaisvarmenteet/CN=VRK Gov. CA for Citizen Qualified Certificates - G2",3,"0.0","0.0",tier1,"-0.08"
"/C=FI/ST=Finland/O=Vaestorekisterikeskus CA/OU=Certification Authority Services/OU=Varmennepalvelut/CN=VRK Gov. Root CA",3,"0.0","0.0",tier1,"-0.08"
"/C=FI/ST=Finland/O=Vaestorekisterikeskus CA/OU=Palveluvarmenteet/CN=VRK CA for Service Providers",24,"0.0","0.0",tier1,"-0.08"
"/C=FI/ST=Finland/O=Vaestorekisterikeskus CA/OU=Terveydenhuollon palveluvarmenteet/CN=VRK CA for Healthcare Service Providers",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=ANSSI/OU=0002 130007669/CN=IGC\\/A AC racine Etat francais",4,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Agence Nationale des Titres S\\xC3\\xA9curis\\xC3\\xA9s/OU=0002 130003262/CN=Autorit\\xC3\\xA9 de Certification Racine ANTS\\/A V3/serialNumber=1",6,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Agence Nationale des Titres S\\xC3\\xA9curis\\xC3\\xA9s/OU=0002 130003262/CN=Autorit\\xC3\\xA9 de Certification Services Applicatifs/serialNumber=1",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Agence Nationale des Titres S\\xC3\\xA9curis\\xC3\\xA9s/OU=0002 130003262/CN=Autorit\\xC3\\xA9 de Certification Services Applicatifs/serialNumber=2",8,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Agence Nationale des Titres S\\xC3\\xA9curis\\xC3\\xA9s/OU=0002 130003262/CN=Autorit\\xC3\\xA9 de Certification Services Applicatifs/serialNumber=3",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certeurope/OU=0002 434202180/CN=Certeurope Root CA 2",5,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=CertiNomis/OU=AC Intermediaire - Subsidiary CA/CN=CertiNomis Classe 2",6,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=CertiNomis/OU=AC Racine - Root CA/CN=CertiNomis",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certinomis/OU=0002 433998903/CN=Certinomis - AA et Agents",14,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certinomis/OU=0002 433998903/CN=Certinomis - Autorit\\xC3\\xA9 de Test",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certinomis/OU=0002 433998903/CN=Certinomis - Easy CA",107,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certinomis/OU=0002 433998903/CN=Certinomis - Prime CA",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certinomis/OU=0002 433998903/CN=Certinomis - Root CA",5,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certinomis/OU=0002 433998903/CN=Certinomis - Standard CA",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certinomis/OU=0002 433998903/CN=Certinomis AC 1 \\xC3\\xA9toile",44,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certinomis/OU=0002 433998903/CN=Certinomis Serveurs et Equipements",6,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certinomis/organizationIdentifier=NTRFR-433998903/CN=Certinomis - Safe CA",7,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certinomis/organizationIdentifier=NTRFR-433998903/CN=Certinomis - Web CA",917,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certplus/CN=Certplus Root CA G1",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certplus/CN=Certplus Root CA G2",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Certplus/OU=Entity of KEYNECTIS for CA services/CN=KEYNECTIS Extended Validation CA",458,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=DGTPE/CN=AC Racine DGTPE",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=DHIMYOTIS/OU=0002 48146308100036/organizationIdentifier=NTRFR-0002 48146308100036/CN=Certigna Identity CA",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=DHIMYOTIS/OU=0002 48146308100036/organizationIdentifier=NTRFR-48146308100036/CN=Certigna Entity CA",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Dhimyotis/CN=Certigna",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Dhimyotis/OU=0002 481463081/CN=Certigna SSL PRIS/serialNumber=25",17,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Dhimyotis/OU=0002 481463081/CN=Certigna SSL/serialNumber=3",9,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Dhimyotis/OU=0002 48146308100036/CN=Certigna Root CA",3,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=DocuSign France/OU=0002 812611150/CN=DocuSign Cloud Signing CA - SI1",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=GANDI SAS/CN=Gandi Pro SSL CA",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=GANDI SAS/CN=Gandi Standard SSL CA",24,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=GOUV/OU=Administration Centrale du MINEFI/CN=AC_MINEFI_DPMA",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Gouv/OU=Direction Information Legale Administrative/OU=0002 13000918600011/CN=AC DILA Infra",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=KEYNECTIS/CN=CLASS 2 KEYNECTIS CA",88,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=KEYNECTIS/OU=0002 478217318/CN=KEYNECTIS SSL RGS",6,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=KEYNECTIS/OU=ICS/CN=KEYNECTIS ICS CA",3,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=KEYNECTIS/OU=ROOT/CN=KEYNECTIS ROOT CA",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Keynectis/OU=0002 478217318/OU=Keynectis CDS/CN=Keynectis CDS CA for timestamping",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINEFI/OU=AGENCE AUTORITE/CN=MINEFI-AUTORITE DE CERTIFICATION RACINE",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINEFI/OU=TELEPROCEDURES/CN=MINEFI AC TELEPROCEDURES",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINEFI/OU=TELEPROCEDURES/CN=MINEFI-AC TELEPROCEDURES",3,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINEFI/OU=TELEPROCEDURES/CN=MINEFI-AC TELEPROCEDURES-2",37,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINEFI/OU=Teleprocedures/CN=MINEFI-AC-Teleprocedures",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINISTERE DES AFFAIRES ETRANGERES/OU=0002 12000601000025/CN=AC INFRASTRUCTURE",6,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINISTERE DES AFFAIRES ETRANGERES/OU=0002 12000601000025/CN=AC RACINE DIPLOMATIE",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINISTERE INTERIEUR/OU=0002 110014016/CN=AC RACINE MINISTERE INTERIEUR",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINISTERE INTERIEUR/OU=0002 110014016/CN=AC SERVEURS 1 ETOILE",12,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINISTERE INTERIEUR/OU=0002 110014016/CN=SERVEUR 1E",16,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=MINISTERE INTERIEUR/OU=0002 110014016/CN=SERVEUR 1E 2017",14,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Ministere education nationale (MENESR)/OU=110 043 015/CN=AC Infrastructures",6,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Ministere en charge des affaires sanitaires et sociales/OU=0002 110 036 035 00019/CN=AC Infrastructure",87,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=OpenTrust/CN=KEYNECTIS Extended Validation CA - PRE CERT",13,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=OpenTrust/CN=OpenTrust Root CA G1",5,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=OpenTrust/CN=OpenTrust Root CA G2",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=OpenTrust/CN=OpenTrust Root CA G3",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=OpenTrust/OU=0002 478217318/CN=OpenTrust CA for AATL G1",6,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Orange/OU=0002 380129866/CN=Orange LB Auth CA Class 2",4,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Port Autonome de Marseille/OU=0002 775558489/CN=AC-PAM",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=SERVICE-PUBLIC GOUV MINISTERE EN CHARGE DE L'AGRICULTURE/OU=0002 110070018/CN=AC RACINE MINISTERE EN CHARGE DE L'AGRICULTURE",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=SERVICE-PUBLIC GOUV MINISTERE EN CHARGE DE L'AGRICULTURE/OU=0002 110070018/CN=AC SERVEURS STANDARD",12,"0.0","0.0",tier1,"-0.08"
"/C=FR/O=Secteur public developpement durable/OU=0002 120066022/CN=AC Serveurs - Secteur public developpement durable",40,"0.0","0.0",tier1,"-0.08"
"/C=FR/ST=Calvados/L=Caen/O=TBS INTERNET/OU=TBS INTERNET CA/CN=TBS X509 CA persona 2.1",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/ST=Calvados/L=Caen/O=TBS INTERNET/OU=Terms and Conditions: http:\\/\\/www.tbs-internet.com\\/CA\\/repository/OU=TBS INTERNET CA/CN=TBS X509 CA SGC",1,"0.0","0.0",tier1,"-0.08"
"/C=FR/ST=Calvados/L=Caen/O=TBS INTERNET/OU=Terms and Conditions: http:\\/\\/www.tbs-internet.com\\/CA\\/repository/OU=TBS INTERNET CA/CN=TBS X509 CA business",2,"0.0","0.0",tier1,"-0.08"
"/C=FR/ST=Herault/L=Montpellier/O=Ziwit/CN=TrustSign RSA OV CA",16,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)",410,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472558149685959",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472586950125515",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472594149744146",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472601349577072",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472601349590489",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472601349664985",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472622949739984",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472644549643846",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472651749599860",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472651749605982",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472658949607800",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472658949626488",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472666149623518",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472687749521470",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472702149786724",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472723749831393",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472730949686051",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472759749651575",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472766949727158",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472788549521162",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472802949653413",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472802949695584",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472831749748213",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472853349671799",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472853349679129",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472860549607287",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472860549666291",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472867749700127",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472874949532089",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472882150052658",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472889349717648",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472896549498448",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472903749943688",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472903750008857",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472918149697223",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472925349577616",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472946949519198",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472946949683054",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472961349611847",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472968549599136",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472975749672506",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472990149964732",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1472997349649185",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473004549686206",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473011749888458",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473026149617793",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473033349533907",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473040549918956",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473047749627989",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473062149824073",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473062149853868",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473069349924129",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473076549813577",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473083749652788",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473090949683436",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473090949729749",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473105349662795",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473119749604225",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473162949753668",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473177349861414",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473184549708384",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473234949546162",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473234949701401",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473242149771414",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473249349816872",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473269300180556",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473276495028139",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473290895711501",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473298095091104",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473305295078331",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473348494886574",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473355694868311",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473355695048878",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473384495226347",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473398895147830",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473398895475809",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473427695213061",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473435381876103",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473435381876480",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473456982127971",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473478581834531",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473485781813206",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473492981754881",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473500181892354",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473507381870868",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473507381892773",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473514581829627",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473543381729262",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473550581708306",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473558243130350",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473570413835525",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473584813528333",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473592013684356",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473599213824575",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473606413733184",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473620813597585",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473628013618894",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473635213510357",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473642413790079",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473642852765728",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473664452231186",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473665484807193",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473672684562978",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473672684639504",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473679884508967",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473687084855066",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473708684510413",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473723085610756",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473737484652405",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473744684444339",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/SN=1473758560498180",1,"0.0","0.0",tier1,"-0.08"
